plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Aloe Vera,Aloe barbadensis,herb,Succulent perennial to 50cm; Medicinal uses; Suited to containers,,50cm,,"Full or part sun, moist well drained soil","Spring, summer and autumn",,Close,Frost Tender Perennial,Best flavour of the common thyme varieties; Refreshing flavour,"**Aloe Vera** (*Aloe barbadensis*) is a **succulent perennial** that can grow up to *50cm* tall. Its thick, fleshy, mid-green leaves are often adorned with white spots or stripes and feature a line of soft thorns along their edges. While it produces attractive spikes of **orange flowers** that delight honey-eating birds, flowering indoors is rare. The true magic of Aloe Vera lies within its leaves, which contain a soothing gel famously used to **treat sunburn and skin irritations**. You can even add the inner flesh to smoothies and drinks for a healthy boost. This versatile plant thrives in **bright, filtered light indoors** or in a **frost-free position with full or part sun outdoors**. It's wonderfully **drought tolerant**, making it an ideal choice for **containers** or garden beds. Also known as the 'Burn Plant', it offers both **medicinal and ornamental benefits**.",Orange Flowers; Container growing; Drought tolerant; Culinary use; Medicinal use; Ornamental use,,Aloe Vera_Aloe barbadensis/Aloe Vera_Aloe barbadensis_1.jpg; Aloe Vera_Aloe barbadensis/Aloe Vera_Aloe barbadensis_2.jpg; Aloe Vera_Aloe barbadensis/Aloe Vera_Aloe barbadensis_3.jpg; Aloe Vera_Aloe barbadensis/Aloe Vera_Aloe barbadensis_4.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","Sedum, Echeveria, Sempervivum, Agave, Other succulents","Lettuce, Celery, Ferns, Mint, Most leafy greens","Thyme, Oregano, Lavender, Rosemary"
Anise Hyssop,Agastache foeniculum,herb,Perennial 90cm; Medicinal and culinary herb; Pleasant liquorice scent,70-80 days,40cm,2mm,"Full sun, moist well drained soil",Spring,10-20 days @ 20-22°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Best flavour of the common thyme varieties; Refreshing flavour,"**Anise Hyssop** (*Agastache foeniculum*) is a delightful **perennial** that reaches up to *90cm* in height, boasting upright growth with fragrant green leaves and striking spikes of **purple flowers**. Its leaves carry a sweet **aniseed flavor and fragrance**, making it a versatile addition to your kitchen. Enjoy it fresh or cooked in teas, desserts, rice and pork dishes, or paired with fruit. Beyond its culinary appeal, Anise Hyssop also offers **medicinal uses**. This plant is a fantastic choice for **herb gardens and borders**, and its fragrant leaves are perfect for **potpourri**. It's a magnet for **bees**, contributing to a vibrant garden ecosystem. You might also know it by its common names: Liquorice Mint, blue giant hyssop, or Fragrant giant hyssop.",Purple/Violet Flowers; Container growing; Borders; Culinary use; Medicinal use; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Anise Hyssop_Agastache foeniculum/Anise Hyssop_Agastache foeniculum_1.jpg; Anise Hyssop_Agastache foeniculum/Anise Hyssop_Agastache foeniculum_2.jpg; Anise Hyssop_Agastache foeniculum/Anise Hyssop_Agastache foeniculum_3.jpg,"August, September, October, November","August, September, October, November","April, May, June, July, August, September","April, May, June","April, May, June, July, August, September","Cabbage, Broccoli, Kale, Cauliflower, Squash, Tomatoes, Peppers","Fennel, Carrots (can attract carrot rust fly)","Lettuce, Beets, Onions, Spinach"
Basil- Clove Scented,Ocimum basilicum,herb,Annual 150cm; Culinary herb; Strong clove scent and flavour,90-110 days,100cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Strong clove scent and flavour; Best flavour of the common thyme varieties; Refreshing flavour,"**Basil - Clove Scented** (*Ocimum basilicum*) is an **annual** herb that can grow to an impressive *150cm* or more, featuring large, fragrant green leaves. Its leaves possess a **strong, spicy clove-like flavor**, making it an exceptional ingredient for salads, soups, stews, and curries. Whether used fresh or dried, this basil variety adds a unique zest to your culinary creations. Also recognized as Tree Basil, it offers both **culinary and medicinal benefits**.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Clove Scented_Ocimum basilicum/Basil- Clove Scented_Ocimum basilicum_1.jpg; Basil- Clove Scented_Ocimum basilicum/Basil- Clove Scented_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Freddy,Ocimum basilicum,herb,Annual to 40cm; Purple variety of Genovese,45 days to maturity,30cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties; Refreshing flavour,"**Basil - Freddy** (*Ocimum basilicum*) is a stunning annual herb that reaches up to *40cm* in height. This **purple variety of Genovese basil** boasts **large, deep purple leaves** that offer a **strong, classic basil flavor**. It's a **fantastic choice for container growing**, bringing both beauty and taste to your patio or balcony. Elevate your salads with its vibrant color or use the eye-catching leaves as a **beautiful garnish**. Whether used **fresh or dried**, Freddy basil is a versatile addition to your culinary adventures.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Freddy_Ocimum basilicum/Basil- Freddy_Ocimum basilicum_1.jpg; Basil- Freddy_Ocimum basilicum/Basil- Freddy_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Gecofure,Ocimum basilicum,herb,Annual 45cm; Compact variety; Good for pesto,65 days,20cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Compact variety; Best flavour of the common thyme varieties,"**Basil - Gecofure** (*Ocimum basilicum*) is a **compact annual herb** that grows to *45cm* tall, making it **ideal for pots and small gardening spaces**. As a **contender for pesto**, this variety is a more manageable version of the beloved Genovese basil. Its name, a clever contraction of 'GEnovese COmpatto FUsarium REsistant', highlights its **excellent disease resistance**, ensuring a healthier harvest. Enjoy the **classic Genovese basil flavor** in a space-saving and resilient plant.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_1.jpg; Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_2.jpg; Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Green Ruffles,Ocimum basilicum,herb,Green leaves with feathered edge; Culinary Herb,70 days,40cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,,"**Basil - Green Ruffles** (*Ocimum basilicum*) is an **annual herb** that grows to *60cm* and offers a unique visual and flavor experience. Its **lime green leaves are beautifully ruffled with a feathered, serrated edge**, adding a touch of elegance to any garden. The flavor is a **delicate basil essence with intriguing hints of mint and aniseed**, making it a delightful addition to salads or a charming garnish. This variety thrives in **containers** and can be enjoyed **fresh or dried**, with leaves ready to be harvested as needed.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Green Ruffles_Ocimum basilicum/Basil- Green Ruffles_Ocimum basilicum_1.jpg; Basil- Green Ruffles_Ocimum basilicum/Basil- Green Ruffles_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Lettuce Leaf,Ocimum basilicum,herb,Annual 40cm; Culinary herb; Large leaves to 12cm,80-90 days,30cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties,"**Basil- Lettuce Leaf** (*Ocimum basilicum*) is an aromatic annual herb that grows to *40cm* tall. Its **large, slightly crinkled green leaves**, which can reach up to *12cm* long and nearly as wide, offer a flavor similar to Sweet basil but with a gentler, milder taste. This versatile herb is **perfect for tossing into fresh salads** or using to wrap fish and chicken for a delightful culinary experience. Beyond its kitchen appeal, it also boasts medicinal uses.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_1.jpg; Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_2.jpg; Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Liquorice,Ocimum basilicum,herb,Dark green leaves with purple accents; Strong aniseed flavour,60 days to maturity,50cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Strong aniseed flavour; Best flavour of the common thyme varieties; Refreshing flavour,"**Basil- Liquorice** (*Ocimum basilicum*) is an annual herb that reaches up to *60cm* in height. This tall, open variety stands out with its **dark green leaves accented by purple hues and striking purple stems**. It boasts a **strong aniseed-liquorice flavor** and produces lovely spikes of pale purple flowers, also on purple stems. Thriving even in containers, this basil is a **popular choice for Vietnamese and Thai cuisine**, adding its unique taste to dishes whether used fresh or dried. Remember to harvest leaves as needed to enjoy its distinct aroma and flavor. It also offers medicinal benefits.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Liquorice_Ocimum basilicum/Basil- Liquorice_Ocimum basilicum_1.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomatoes, Peppers, Asparagus, Marigolds, Petunias, Oregano","Rue, Fennel, Sage, Cucumber","Lettuce, Spinach, Carrots, Beans, Onions"
Basil- Purple Ruffles,Ocimum basilicum,herb,Dark purple leaves with feathered edge; High in antioxidants; Good variety for microgreens,14 days (microgreen) 50+ days to maturity,50cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Fast growing; Best flavour of the common thyme varieties,"**Basil- Purple Ruffles** (*Ocimum basilicum*) is a stunning annual herb that grows to *50cm* tall. Its **mostly dark purple leaves are beautifully ruffled with a serrated edge**, adding a dramatic splash of color to any garden and dish. This variety offers a delicate basil flavor with a subtle hint of aniseed and produces charming spikes of pink flowers. It's **excellent for container growing** and is a **fantastic choice for adding visual appeal to salads or as an elegant garnish**. Beyond its aesthetic and culinary uses, it is **rich in antioxidants**, making it a **superb option for microgreens**. Harvest leaves as required to enjoy its unique qualities, which also extend to medicinal uses.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Purple Ruffles_Ocimum basilicum/Basil- Purple Ruffles_Ocimum basilicum_1.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomato, Peppers, Asparagus, Marigold, Oregano, Chamomile","Rue, Sage, Fennel","Lettuce, Spinach, Carrots, Cucumber, Zucchini"
Basil- Red Boza,Ocimum basilicum,herb,Annual 45cm; Large purple leaves; Pink flowers attract bees,80-100 days,25cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost Tender Annual,Best flavour of the common thyme varieties; Pale-pink/white flowers with sweet scent,"**Basil 'Red Boza'** (*Ocimum basilicum*) is a delightful annual herb that reaches about *45cm* in height. It boasts **large, richly aromatic blue-purple leaves** that offer a robust basil flavor, perfect for fresh use in salads, pasta, rice dishes, or for making infused basil vinegar. When allowed to bloom, its **pink flower spikes are a magnet for bees and beneficial insects**, and they can also be enjoyed as charming cut flowers. This versatile herb thrives **in containers**, making it an excellent choice for small spaces and adding both culinary and ornamental value to your garden.",Container growing; Culinary use; Medicinal use; Attracts beneficial insects; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_1.jpg; Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_2.jpg; Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomato, Peppers, Asparagus, Marigold, Oregano, Chamomile","Rue, Sage, Fennel","Lettuce, Spinach, Carrots, Cucumber, Zucchini"
Basil- Red Italian,Ocimum basilicum,herb,Deep purply red leaves; High in antioxidants,45 days to maturity,30cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties; Pale-pink/white flowers with sweet scent,"**Basil 'Red Italian'** (*Ocimum basilicum*) is a vibrant annual herb that grows to approximately *45cm* tall, forming a **dense, bushy plant** adorned with an abundance of **deep purply-red leaves**. Its leaves possess a **strong, spicy basil aroma and flavor**, making it a fantastic addition to culinary creations. This slow-bolting variety is ideal for adding a splash of color to salads or for use as an attractive garnish. You can enjoy its leaves fresh or dried, and the plant produces lovely spikes of **pinky-purple flowers**. **'Red Italian' Basil** is also well-suited for **container growing**, offering both visual appeal and delicious flavor.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Red Italian_Ocimum basilicum/Basil- Red Italian_Ocimum basilicum_1.jpg; Basil- Red Italian_Ocimum basilicum/Basil- Red Italian_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December","Tomato, Peppers, Asparagus, Marigold, Oregano, Chamomile","Rue, Sage, Fennel","Lettuce, Spinach, Carrots, Cucumber, Zucchini"
Bergamot- Lemon Mint,Monarda citriodora,herb,"Annual 60cm; Culinary herb; Also known as ""Lemon Bee Balm""",120 days,30cm,3mm,"Part or full sun, moist well drained soil",Spring,7-14 days @ 16-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Annual,Best flavour of the common thyme varieties,"**Bergamot 'Lemon Mint'** (*Monarda citriodora*) is an attractive annual herb that grows upright to *60cm*. Known also as **""Lemon Bee Balm,""** this plant features **lemon-scented leaves** that are wonderfully aromatic and commonly used to flavor poultry and fish dishes. Its **attractive lavender flowers** are a beautiful addition to the garden and are known to **attract bees**, making it a valuable plant for supporting pollinators. **'Lemon Mint' Bergamot** is a versatile choice, perfect for **garden borders** and offering both **culinary and ornamental benefits**.",Purple/Violet Flowers; Attracts beneficial insects; Borders; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_1.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_2.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_3.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_4.jpg,"January, February, March, October, November, December","January, February, March, April, September, October, November, December","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September","Tomato, Squash, Peppers, Cucumber, Eggplant",Plants susceptible to powdery mildew without good air circulation,"Beans, Peas, Carrots, Radishes, Onions"
Black Cohosh,Cimicifuga racemosa,herb,Medicinal Herb; Grown for Roots,450+ days,60cm,6mm,"Part or full shade, moist well drained soil",Autumn,100-115 days @ 4-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Best flavour of the common thyme varieties; Refreshing flavour,"**Black Cohosh** (*Cimicifuga racemosa*) is a **perennial medicinal herb** cherished for its historical use in alleviating menopausal symptoms and supporting women's health, often considered a herbal alternative to hormone replacement therapy. This plant is cultivated for its **striking black roots**, which can be used fresh or dried and ground. Its attractive foliage reaches *25-60cm* in height, featuring **dark green leaves with serrated margins**. In late spring, it produces **tall spikes of white flowers**, reaching up to *1m*, which emit a medicinal aroma that **repels insects**. Black Cohosh thrives in **moist, shaded to partially shaded locations**. For optimal harvest, gather the roots in autumn as the leaves begin to fade. It is also recognized by the names ""Black Bugbane"" and ""Snakeroot.""",Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Black Cohosh_Cimicifuga racemosa/Black Cohosh_Cimicifuga racemosa_1.jpg,"September, October, November",,,,,"Hosta, Ferns, Bleeding Heart, Solomon's Seal, Hellebore, Astilbe","Tomato, Lavender, Rosemary, Sage, Succulents, most sun-loving plants","Columbine, Jacob's Ladder, Coral Bells"
Calendula,Calendula officinalis,herb,"Annual 60cm; Medicinal herb; Also known as ""Pot Marigold""",70-80 days,50cm,15mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,,"**Calendula** (*Calendula officinalis*), also affectionately known as ""Pot Marigold,"" is a **fast-growing annual** that reaches a height of *60cm*. This versatile plant is **highly popular in herbal medicine** and serves as a charming **border plant**. Its **vibrant orange flowers**, measuring up to *10cm* across, make it an excellent choice for **cut flowers**, bringing a splash of cheerful color indoors. Calendula's **bushy habit** adds a lovely texture to any garden space, and it's also well-suited for **container growing**.",Orange Flowers; Container growing; Borders; Culinary use; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Calendula_Calendula officinalis/Calendula_Calendula officinalis_1.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_2.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_3.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_4.jpg,"February, March, April, September, October, November","February, March, April, May, September, October, November","March, April, May, June, August, September, October","March, April, May, August, September, October","March, April, May, August, September, October","Tomato, Peppers, Broccoli, Cabbage, Kale, Asparagus, Cucumber, Carrots",Fennel,"Onions, Garlic, Radishes, Beets, Lettuce"
Calendula- Fiesta Gitana Mix,Calendula officinalis,herb,Annual 30cm; Dwarf compact habit; Double flowers in a variety of colours,60-70 days,30cm,15mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Dwarf compact habit,"Discover the charm of **Calendula - Fiesta Gitana Mix** (*Calendula officinalis*), a delightful **annual** that grows to a compact *30cm*. These **dwarf, compact plants** showcase **full to semi-double flowers** in a beautiful array of colors, from soft creamy yellow to rich deep orange. A captivating feature is that **over half of the blooms boast a deep brown eye**, adding unique visual interest. This **easy-to-grow** variety exhibits a **fast-growing, bushy habit**, making it a popular choice for **herbal medicine** and as a beneficial **companion plant**. It flourishes in **borders, beds, and containers**, and impressively, is **tolerant of poor soil**, making it a resilient and rewarding addition to any garden.",mixed Flowers; Container growing; Borders; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_1.jpg; Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_2.jpg; Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_3.jpg,"February, March, April, September, October, November","February, March, April, May, September, October, November","March, April, May, June, August, September, October","March, April, May, August, September, October","March, April, May, August, September, October","Tomato, Peppers, Broccoli, Cabbage, Kale, Asparagus, Cucumber, Carrots",Fennel,"Onions, Garlic, Radishes, Beets, Lettuce"
Caper Bush,Capparis spinosa,herb,Perennial to 100cm; Flower buds are pickled as 'Capers'; Tolerant of poor soil conditions,3-4 years,150cm,2mm,"Full sun, dry well drained sandy soil",Spring,14-28 days @ 20-25°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Half Hardy Perennial,,"**Caper Bush** (*Capparis spinosa*) is a fascinating perennial shrub that can reach up to *100cm* in height, known for its **sprawling habit** and **rounded blue-green foliage**. This versatile herb is most famous for its flower buds, which, when picked young and pickled, become the **pungent, salty capers** used to season and garnish dishes. If left to mature, the buds open into **beautiful white flowers with purple filaments**, offering **great ornamental value**. Native to the Mediterranean, the Caper Bush thrives in **hot, dry climates**, **poor soil conditions**, and **coastal environments**, making it a **drought-tolerant** and resilient choice for challenging gardens. It also boasts a history of **medicinal use** and is sometimes called ""Flinders Rose.""",Drought tolerant; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_1.jpg; Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_2.jpg; Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_3.jpg,"September, October, November","August, September, October, November",,,"August, September, October, November","Rosemary, Thyme, Lavender, Sage, Oregano","Lettuce, Spinach, Ferns, Hosta, Blueberry, plants requiring rich or moist soil","Gaillardia, Portulaca, Sedum, Agave"
Catmint- Pink Panther,Nepeta subsessilis,herb,Perennial to 30cm; Clear pink flowers; Attractive to bees and butterflies,105 days,60cm,10mm,"Full sun or part shade, moist well drained soil",Spring and autumn,10-20 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Best flavour of the common thyme varieties,"**Catmint - Pink Panther** (*Nepeta subsessilis*) is a delightful perennial that forms a **compact mound** reaching about *30cm* tall. Its **light green, aromatic leaves** are edged with fine serrations, and upright stems are adorned with **spikes of clear pink, tubular flowers**. As the **largest-flowered type of catmint**, it offers a vibrant display and is **attractive to bees and butterflies**, making it a wonderful addition to **beds and borders**, **containers**, and as a **cut flower**. While it has a mild cat-attracting scent, it's less potent than catnip. This variety tolerates **moist soil** and conditions similar to common mint, though it's not as drought-tolerant as other catmints. It's also known as 'Short-stemmed Catmint' and 'Japanese Catmint'.",Pink/Rose Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Catmint- Pink Panther_Nepeta subsessilis/Catmint- Pink Panther_Nepeta subsessilis_1.jpg; Catmint- Pink Panther_Nepeta subsessilis/Catmint- Pink Panther_Nepeta subsessilis_2.jpg,"March, April, September, October, November","March, April, September, October, November","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September","Roses, Broccoli, Cabbage, Tomato, Peppers, Beets",Delicate seedlings or low-growing plants that can be trampled by cats,"Carrots, Onions, Garlic, Lavender, Coneflower"
Catmint- Snow Panther,Nepeta subsessilis,herb,Perennial to 30cm; Spikes of white flowers; Excellent in containers,105 days,60cm,10mm,"Full sun or part shade, moist well drained soil",Spring and autumn,10-20 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Excellent in containers,"**Catmint - Snow Panther** (*Nepeta subsessilis*) is an elegant perennial that grows into a **compact mound** approximately *30cm* high. It features **light green, aromatic leaves** with finely serrated edges, borne on upright stems topped with **spikes of pure white, tubular flowers**. This variety stands out as the **largest-flowered catmint** and is the **only one producing white blooms**, making it a unique ornamental choice. It's perfectly suited for **beds and borders**, **containers**, and as a **cut flower**, and is **attractive to bees and butterflies**. A recipient of the Fleuroselect novelty award, Snow Panther, like other catmints, has a mild cat-attracting scent. It prefers **moist soil** and conditions similar to common mint, and is not as drought-tolerant as other catmints. It is also recognized as 'Short-stemmed Catmint' and 'Japanese Catmint'.",White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Catmint- Snow Panther_Nepeta subsessilis/Catmint- Snow Panther_Nepeta subsessilis_1.jpg; Catmint- Snow Panther_Nepeta subsessilis/Catmint- Snow Panther_Nepeta subsessilis_2.jpg,"March, April, September, October, November","March, April, September, October, November","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September","Roses, Broccoli, Cabbage, Tomato, Peppers, Beets",Delicate seedlings or low-growing plants that can be trampled by cats,"Carrots, Onions, Garlic, Lavender, Coneflower"
Chinese Mustard- Golden Streaks,Brassica japonica,herb,Mild sweet flavour; Attractive bright green leaves,55 days (25 days for baby leaf),20cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 7-29°C,Sow direct or raise seedlings,Hardy Annual,Mild sweet flavour; Stronger flavour than other mustards,"**Chinese Mustard - Golden Streaks** (*Brassica japonica*) offers a delightful culinary experience with its **mild, sweet mustard flavor** and **exceptionally attractive, fine, lacy bright green foliage**. This fast-growing herb is a versatile addition to any garden, perfect for adding a fresh zest to salads and sandwiches. For an even quicker harvest, it can be successfully grown as a microgreen. Often recognized by its alternative name, Mizuna, this variety is prized for both its **culinary and potential medicinal uses**.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_1.jpg; Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","Dill, Mint, Rosemary, Sage, Beans, Peas, Onions, Lettuce, Marigold, Nasturtium","Cabbage, Broccoli, Kale, Cauliflower, Sunflower, Strawberry","Carrots, Beets, Spinach, Radish, Cucumber"
