plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Artichoke- Green Globe,Cynara scolymus,vegetable,Perennial vegetable; Standard variety; Globe artichoke,300-400 days,150cm,10mm,"Full sun, moist soil",Spring or after frost,14-21 days @ 21-26°C,Sow direct or raise seedlings,Hardy Perennial,Best flavour of the common thyme varieties,"**Artichoke - Green Globe** (*Cynara scolymus*) is the **standard, most common Australian variety** of globe artichoke, a striking perennial vegetable that grows up to *180cm*. Its thistle-like plants boast attractive **silver/grey/green leaves**, and produce **large green flower heads** that are prized for their **large, gourmet hearts**. Beyond its culinary appeal, this versatile plant can also be enjoyed as an **ornamental**, with its flowers lending themselves beautifully to **dried arrangements**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Artichoke- Green Globe_Cynara scolymus/Artichoke- Green Globe_Cynara scolymus_1.jpg; Artichoke- Green Globe_Cynara scolymus/Artichoke- Green Globe_Cynara scolymus_2.jpg; Artichoke- Green Globe_Cynara scolymus/Artichoke- Green Globe_Cynara scolymus_3.jpg; Artichoke- Green Globe_Cynara scolymus/Artichoke- Green Globe_Cynara scolymus_4.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","January, February, March, April, August, September, October, November, December","peas, beans, marigold, nasturtium, oregano, cucumber, corn",fennel,"lettuce, spinach, carrots, radishes"
Asparagus- Argenteuil,Asparagus officinalis,vegetable,Perennial vegetable 150cm; French Heirloom; Large fast growing spears,730 days (2 years),30cm,10mm,"Part or full sun, moist soil",Spring,14-21 days @ 23-27°C,Sow direct or raise seedlings,Frost Hardy Perennial,Large fast growing spears; Best flavour of the common thyme varieties,"**Asparagus - Argenteuil** (*Asparagus officinalis*) is a **French heirloom** perennial vegetable that reaches an impressive *150cm* in height. This variety is celebrated for its **large, fast-growing spears** that are **long, thick, tender, and green with delightful purple tips**, offering **excellent flavor**. A significant advantage of this variety is its **early maturity**, allowing you to enjoy its **culinary delights** from the second year of planting—a full year sooner than many other asparagus types. For a classic touch, the spears can also be **blanched white**.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Asparagus- Argenteuil_Asparagus officinalis/Asparagus- Argenteuil_Asparagus officinalis_1.jpg; Asparagus- Argenteuil_Asparagus officinalis/Asparagus- Argenteuil_Asparagus officinalis_2.jpg,"September, October, November","August, September, October, November","August, September, October, November","March, April, May, June, July, August, September, October","September, October, November","tomato, parsley, basil, marigold, carrots, dill, cilantro","onion, garlic, shallots, potato, fennel","lettuce, spinach, strawberries"
Asparagus- Mary Washington,Asparagus officinalis,vegetable,Perennial vegetable 150cm; Long straight spears; Popular variety,1095 days (3 years),30cm,10mm,"Part or full sun, moist soil",Spring,14-21 days @ 23-27°C,Sow direct or raise seedlings,Frost Hardy Perennial,,"**Asparagus - Mary Washington** (*Asparagus officinalis*) is a **perennial vegetable** that grows to an impressive *150cm* tall, producing **long, straight, green spears** with a distinctive *purple-green tip*. This popular variety is celebrated for its **outstanding flavor**, making it a gourmet delight that can be enjoyed both raw and cooked. While it requires patience, taking *3 years* to produce edible spears, the reward is a plant that can last for **20 years or more**, offering a continuous harvest of delicious asparagus.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Asparagus- Mary Washington_Asparagus officinalis/Asparagus- Mary Washington_Asparagus officinalis_1.jpg; Asparagus- Mary Washington_Asparagus officinalis/Asparagus- Mary Washington_Asparagus officinalis_2.jpg; Asparagus- Mary Washington_Asparagus officinalis/Asparagus- Mary Washington_Asparagus officinalis_3.jpg; Asparagus- Mary Washington_Asparagus officinalis/Asparagus- Mary Washington_Asparagus officinalis_4.jpg,"September, October, November","August, September, October, November","August, September, October, November","March, April, May, June, July, August, September, October","September, October, November","tomato, parsley, basil, marigold, carrots, dill, cilantro","onion, garlic, shallots, potato, fennel","lettuce, spinach, strawberries"
Asparagus- Mary Washington (Crown),Asparagus officinalus,vegetable,Crown will establish quickly; Long lived perennial; Rust-resistant heirloom variety,365 days,35cm,5cm,"Full sun, rich well drained soil",Winter and spring,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Rust-resistant heirloom variety; Delicate flavour; Very tender with exceptional flavour; Tender flesh,"**Asparagus - Mary Washington (Crown)** (*Asparagus officinalis*) offers a **long-lived perennial** vegetable that can grace your garden with edible spears for **20 years or more**. This **rust-resistant heirloom variety** is known for producing **strong, straight spears** with a beautiful *purple-green tip*. By planting a crown – the year-old roots and rhizomes – you give your asparagus a significant head start, allowing you to **begin harvesting spears at least a year earlier** than from seed, establishing a productive plant quickly.",Culinary use,,Asparagus- Mary Washington Crown_Asparagus officinalus/Asparagus- Mary Washington Crown_Asparagus officinalus_1.jpg; Asparagus- Mary Washington Crown_Asparagus officinalus/Asparagus- Mary Washington Crown_Asparagus officinalus_2.jpg; Asparagus- Mary Washington Crown_Asparagus officinalus/Asparagus- Mary Washington Crown_Asparagus officinalus_3.jpg,"June, July, August, September, October","June, July, August, September, October","July, August, September, October","May, June, July","June, July, August","tomato, parsley, basil, marigold, carrots, dill, cilantro","onion, garlic, shallots, potato, fennel","lettuce, spinach, strawberries"
Asparagus- Purple (Crown),Asparagus officinalus,vegetable,Tender purple spears; Long lived perennial; High in antioxidants,365 days,35cm,5cm,"Full sun, rich well drained soil",Winter and spring,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,Tender purple spears; Delicate flavour; Very tender with exceptional flavour,"**Asparagus - Purple (Crown)** (*Asparagus officinalis*) is a **long-lived perennial** that yields **tender purple spears** and is a fantastic source of **antioxidants**. This variety offers a delightful culinary experience, with spears that are sweeter and more tender than green asparagus due to a higher sugar content and lower fiber. The vibrant purple hue, rich in anthocyanins, gives way to a pale green or creamy white flesh inside. Planting a crown provides a **head start**, enabling you to enjoy these delicious, antioxidant-rich spears **at least a year sooner**, with plants capable of producing for **20 years or more**.",Culinary use,,Asparagus- Purple Crown_Asparagus officinalus/Asparagus- Purple Crown_Asparagus officinalus_1.jpg; Asparagus- Purple Crown_Asparagus officinalus/Asparagus- Purple Crown_Asparagus officinalus_2.jpg; Asparagus- Purple Crown_Asparagus officinalus/Asparagus- Purple Crown_Asparagus officinalus_3.jpg; Asparagus- Purple Crown_Asparagus officinalus/Asparagus- Purple Crown_Asparagus officinalus_4.jpg,"June, July, August, September, October","June, July, August, September, October","July, August, September, October","May, June, July","June, July, August","tomato, parsley, basil, marigold, carrots, dill, cilantro","onion, garlic, shallots, potato, fennel","lettuce, spinach, strawberries"
Asparagus- UC 157 F2,Asparagus officinalis,vegetable,Perennial vegetable; Three to five dark green spears per plant; Popular fresh market variety,1095 days (3 years),30cm,10mm,"Full sun to part sun, moist well-drained soil",Spring,14-21 days @ 23-27°C,Asparagus- UC 157 F2 seeds can be sown directly into the garden OR seedlings can be raised in trays or other containers and transplanted to the garden once established,Hardy once established Perennial,Refreshing flavour; Delicate flavour; Very tender with exceptional flavour,"**Asparagus - UC 157 F2** (*Asparagus officinalis*) is a **perennial vegetable** that promises a rewarding harvest for years to come. Each mature plant will generously produce *three to five dark green spears*, measuring *1.5-2cm in diameter*. These spears are celebrated for their **uniformity in color and size**, and a **naturally sweet, full flavor**. As a **popular fresh market variety**, UC 157 F2 is known for **earlier and heavier yields** compared to other types. While exhibiting typical F2 variability, it offers **moderate tolerance to rust and fusarium root rot**, making it an **ideal variety for mild climate areas**. For successful cultivation, start seedlings in pots or plant them in their permanent positions, ensuring they are **kept well-weeded until fully established**. Be patient, as plants mature in *3 years* before producing edible spears, but the wait is worthwhile, as these asparagus plants can last *20 years or more*. Enjoy the culinary delights of your homegrown asparagus!",Culinary use,,Asparagus- UC 157 F2_Asparagus officinalis/Asparagus- UC 157 F2_Asparagus officinalis_1.jpg; Asparagus- UC 157 F2_Asparagus officinalis/Asparagus- UC 157 F2_Asparagus officinalis_2.jpg,"September, October, November","August, September, October, November","August, September, October, November","March, April, May, June, July, August, September, October","September, October, November","tomato, parsley, basil, marigold, carrots, dill, cilantro","onion, garlic, shallots, potato, fennel","lettuce, spinach, strawberries"
Banana Shallot- Golden (Bulb),Allium ascalonicum,vegetable,"Large, easy to peel bulbs; Versatile mild onion flavour; One bulb produces 5-12 shallots",120 days,20cm,5cm,"Full sun, well drained soil","Autumn and winter in warm climates, winter and spring in cool climates",,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial (usually grown as an annual),Versatile mild onion flavour; Mild flavour,"**Banana Shallot - Golden** (*Allium ascalonicum*) offers a delightful culinary experience with its **large, easy-to-peel bulbs**. These shallots are a unique cross between an onion and a shallot, resulting in an **elongated bulb with a pointed end** and a **smooth skin**. The firm white flesh boasts a **versatile, mild onion flavor** that is more subtle than a regular onion, making it perfect for use raw or cooked in a variety of dishes, including sauces, meat preparations, and soups. Even the green leaves can be enjoyed, much like spring onions, provided you leave at least *half their height* to nourish the developing bulbs. Shallots are members of the *Allium* family and grow in clumps, loosely attached at the base. If you've found growing onions challenging, shallots are a **more forgiving option** that promises success. Each bulb can multiply into *5-12 shallots* within *13-18 weeks*, and they can be **stored for up to 6 months** after harvest.",Culinary use,,Banana Shallot- Golden Bulb_Allium ascalonicum/Banana Shallot- Golden Bulb_Allium ascalonicum_1.jpg; Banana Shallot- Golden Bulb_Allium ascalonicum/Banana Shallot- Golden Bulb_Allium ascalonicum_2.jpg; Banana Shallot- Golden Bulb_Allium ascalonicum/Banana Shallot- Golden Bulb_Allium ascalonicum_3.jpg; Banana Shallot- Golden Bulb_Allium ascalonicum/Banana Shallot- Golden Bulb_Allium ascalonicum_4.jpg,"July, August, September","April, May, July, August","April, May, June, July","March, April, May, June, July","March, April, May","carrots, beets, lettuce, cabbage, broccoli, tomato, strawberry, chamomile, summer savory","beans, peas, asparagus, sage","peppers, corn, potato"
Banana Shallot- Red (Bulb),Allium ascalonicum,vegetable,"Large, easy to peel bulbs; Versatile mild onion flavour; One bulb produces 5-12 shallots",120 days,20cm,5cm,"Full sun, well drained soil","Autumn and winter in warm climates, winter and spring in cool climates",,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial (usually grown as an annual),Versatile mild onion flavour,"**Banana Shallot - Red** (*Allium ascalonicum*) presents a beautiful and flavorful addition to your garden, featuring **large, easy-to-peel bulbs** with a striking purple tinge. These shallots, also known as French Echalions, are a hybrid of onion and shallot, characterized by their **elongated shape and pointed ends**. The firm, **purple-tinged flesh** offers a **versatile, mild onion flavor** that is more delicate than that of a standard onion, making it a superb ingredient for both raw preparations and cooked dishes like sauces, meat entrees, and soups. Don't overlook the green leaves; they can be harvested and used like spring onions, as long as you leave at least *half their height* to support the bulb's growth. As members of the *Allium* family, shallots grow in clumps and are known for being **more forgiving than onions**, making them a great choice for gardeners who have struggled with onion cultivation. Each bulb reliably multiplies into *5-12 shallots* in just *13-18 weeks*, and these flavorful bulbs can be **stored for up to 6 months**.",Culinary use,,Banana Shallot- Red Bulb_Allium ascalonicum/Banana Shallot- Red Bulb_Allium ascalonicum_1.jpg; Banana Shallot- Red Bulb_Allium ascalonicum/Banana Shallot- Red Bulb_Allium ascalonicum_2.jpg; Banana Shallot- Red Bulb_Allium ascalonicum/Banana Shallot- Red Bulb_Allium ascalonicum_3.jpg; Banana Shallot- Red Bulb_Allium ascalonicum/Banana Shallot- Red Bulb_Allium ascalonicum_4.jpg,"July, August, September","April, May, July, August","April, May, June, July","March, April, May, June, July","March, April, May","carrots, beets, lettuce, cabbage, broccoli, tomato, strawberry, chamomile, summer savory","beans, peas, asparagus, sage","peppers, corn, potato"
Beetroot- Bulls Blood,Beta vulgaris,vegetable,Great for baby leaf & microgreens; Attractive dark purple tops,55 days (35 days for baby leaf),10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"**Beetroot - Bulls Blood** (*Beta vulgaris*) is a **fantastic dual-purpose heirloom variety** that excels as both a baby leaf and microgreen crop. Its **striking dark purple-red tops** are not only visually stunning in salads but also offer a **deliciously sweet flavor**, ready for harvest in approximately *35 days*. For those who enjoy the roots, they mature beautifully in about *55 days*, making this a truly versatile addition to your vegetable garden.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Bulls Blood_Beta vulgaris/Beetroot- Bulls Blood_Beta vulgaris_1.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","bush beans, onion, lettuce, cabbage, broccoli, kohlrabi, mint","pole beans, fennel, field mustard","carrots, cucumber, celery, radish"
Beetroot- Chioggia,Beta vulgaris,vegetable,"Candy stripe beet; Red/pink and white alternating rings; Includes: Alice Springs, Mildura, Albury-Wodonga, Shepparton, Wagga Wagga, Dubbo",60-65 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"Discover the charm of **Beetroot - Chioggia** (*Beta vulgaris*), often known as the ""Candystripe beet."" This **exceptionally attractive variety** boasts **unique alternating rings of red/pink and white** within its roots, adding a delightful visual appeal to any dish. Its **extra-sweet flavor** is a delight, and it performs wonderfully whether **boiled, pickled, or baked**. The Chioggia beet is also a **great choice for container growing**, bringing its beauty and taste to even the smallest gardens.",Container growing,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Chioggia_Beta vulgaris/Beetroot- Chioggia_Beta vulgaris_1.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","bush beans, onion, lettuce, cabbage, broccoli, kohlrabi, mint","pole beans, fennel, field mustard","carrots, cucumber, celery, radish"
Beetroot- Detroit,Beta vulgaris,vegetable,Globe shaped roots up to 7cm; Good variety for baby leaf and microgreens; Very popular variety,60 days (30 days for baby leaves),10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"Meet **Beetroot - Detroit** (*Beta vulgaris*), a **highly popular and versatile variety** cherished for its **globe-shaped roots** that grow up to *7cm* in diameter. This beet is a **superb choice for harvesting both roots and tender baby leaves or microgreens**. Its roots are a **rich, dark red** with a **very good flavor**, complemented by green tops that show attractive tinges of dark red. A significant benefit for gardeners is its **resistance to downy mildew**, ensuring a healthier crop.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Detroit_Beta vulgaris/Beetroot- Detroit_Beta vulgaris_1.jpg; Beetroot- Detroit_Beta vulgaris/Beetroot- Detroit_Beta vulgaris_2.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
Beetroot- Early Wonder,Beta vulgaris,vegetable,Flattened globe shaped roots up to 10cm; Leaves good as a salad green; Good summer variety,55 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"**Beetroot - Early Wonder** (*Beta vulgaris*) offers a delightful dual harvest for your garden! This **summer variety** produces **deep red, flattened globe-shaped roots** that grow up to *10cm* in size. But the goodness doesn't stop there! Its attractive, tall, glossy leaves are **perfect for salad greens**, making it an ideal choice for both culinary enjoyment and **container growing**.",Container growing,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Early Wonder_Beta vulgaris/Beetroot- Early Wonder_Beta vulgaris_1.jpg; Beetroot- Early Wonder_Beta vulgaris/Beetroot- Early Wonder_Beta vulgaris_2.jpg; Beetroot- Early Wonder_Beta vulgaris/Beetroot- Early Wonder_Beta vulgaris_3.jpg; Beetroot- Early Wonder_Beta vulgaris/Beetroot- Early Wonder_Beta vulgaris_4.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
Beetroot- Golden Detroit,Beta vulgaris,vegetable,Golden orange/yellow flesh; Sweet flavour,55 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour; Strong lemon flavour,"**Beetroot - Golden Detroit** (*Beta vulgaris*) is a **popular heirloom variety** that truly shines with its unique color and flavor. Enjoy its **golden orange/yellow flesh** with an **excellent sweet flavor** that won't ""bleed"" when cut, unlike its red counterparts. Both the **green leaves and yellow stems** are edible, offering a tender salad green when young or a delicious cooked vegetable when mature. This versatile beetroot is also **great for container growing** and a **culinary delight**.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Golden Detroit_Beta vulgaris/Beetroot- Golden Detroit_Beta vulgaris_1.jpg; Beetroot- Golden Detroit_Beta vulgaris/Beetroot- Golden Detroit_Beta vulgaris_2.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
Beetroot- Golden Globe,Beta vulgaris,vegetable,Yellow flesh with orange skin; Non-bleeding variety; Green leaves with yellow stalks,40-60 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"Discover the beauty and flavor of **Beetroot - Golden Globe** (*Beta vulgaris*). This **non-bleeding variety** boasts **spherical roots** with **orange skin** and **bright golden flesh**. You can harvest it early for **sweet baby beets** or allow it to mature for a more **earthy flavor**. The **green leaves with yellow stalks** add a splash of color and taste to salads when young, or can be cooked when mature. This **culinary gem** is also **well-suited for container growing**.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Golden Globe_Beta vulgaris/Beetroot- Golden Globe_Beta vulgaris_1.jpg; Beetroot- Golden Globe_Beta vulgaris/Beetroot- Golden Globe_Beta vulgaris_2.jpg; Beetroot- Golden Globe_Beta vulgaris/Beetroot- Golden Globe_Beta vulgaris_3.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
Beetroot- Red Devil,Beta vulgaris,vegetable,Grown for leaves; Excellent for baby-leaf or salad mix,35 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Excellent for baby-leaf or salad mix; Excellent flavour; Sweet flavour,"**Beetroot - Red Devil** (*Beta vulgaris*) is a fantastic choice for gardeners seeking vibrant color and delicious flavor, grown primarily for its stunning leaves. These **long, dark vivid red leaves** with matching red stems are ready to harvest in approximately *30 days*, making them perfect for quick yields. They are **excellent for baby-leaf production or salad mixes**, adding an amazing visual appeal and a **deliciously sweet flavor** to both raw salads and cooked dishes. This versatile vegetable is also **well-suited for container growing** and is a wonderful addition to any culinary garden.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- Red Devil_Beta vulgaris/Beetroot- Red Devil_Beta vulgaris_1.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
Beetroot- White,Beta vulgaris,vegetable,"White skin with white flesh; Sweet flavour; Includes: Alice Springs, Mildura, Albury-Wodonga, Shepparton, Wagga Wagga, Dubbo",60 days,10cm,15mm,"Full sun, moist well drained soil","Spring, summer and autumn",5-10 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),Sweet flavour,"**Beetroot - White** (*Beta vulgaris*) offers a unique twist on a garden favorite, boasting **pure white skin and flesh**. Its **sweet flavor** makes it a delightful addition to your kitchen, and a significant advantage is that it **will not stain other vegetables** when cooked together, unlike its red counterparts. This makes it **ideal for boiling, pickling, and baking**, allowing you to enjoy its subtle sweetness without color transfer. Furthermore, this variety is **suitable for container growing**, bringing its versatile culinary benefits to even the smallest gardens.",Container growing,"Open pollinated, untreated, non-GMO variety of seed",Beetroot- White_Beta vulgaris/Beetroot- White_Beta vulgaris_1.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, July, August, September, October, November, December","February, March, April, May, June, July, August, September, October","March, April, May, June","February, March, April, May, June, July, August, September, October","Bush beans, Onion, Garlic, Lettuce, Cabbage, Broccoli, Kohlrabi, Catnip, Mint","Pole beans, Fennel, Swiss Chard","Carrots, Potatoes, Corn, Tomatoes, Peppers, Spinach"
