plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Alyssum- Rosie O'Day,Lobularia maritima,flower,"Annual 12cm; Small pink flowers; Good for beds, rockeries and edging",60 days,20cm,2mm,"Full or part sun, well drained soil",Spring and autumn (anytime in warm climates),7-14 days @ 18-22°C,Sow direct or raise seedlings,Hardy Annual,Best flavour of the common thyme varieties,"**Alyssum- Rosie O'Day** (*Lobularia maritima*) is a beloved annual variety, reaching a tidy *12cm* tall. This **compact and low-growing** plant is renowned for its **profusion of small, fragrant, rose-pink flowers**, creating a lovely carpeting effect. It's an excellent choice for **adding a splash of soft color to beds, enhancing the charm of rockeries, and defining edges** with its sweet blooms. Also referred to as ""Sweet Alice,"" this variety provides a beautiful **pink/rose floral display** for ornamental purposes.",Pink/Rose Flowers; Rockeries; Beds; Ground Cover; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Alyssum- Rosie ODay_Lobularia maritima/Alyssum- Rosie ODay_Lobularia maritima_1.jpg; Alyssum- Rosie ODay_Lobularia maritima/Alyssum- Rosie ODay_Lobularia maritima_2.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, May, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July","April, May, June, July","Broccoli, Cabbage, Cauliflower, Lettuce, Potatoes, Tomatoes, Peppers, Roses",None documented,"Beans, Peas, Zinnias, Petunias, Marigolds"
Alyssum- Royal Carpet,Lobularia maritima,flower,"Annual 12cm; Deep violet flowers; Good for beds, rockeries and edging",60 days,20cm,2mm,"Full or part sun, well drained soil",Spring and autumn (anytime in warm climates),7-14 days @ 18-22°C,Sow direct or raise seedlings,Hardy Annual,Best flavour of the common thyme varieties,"**Alyssum- Royal Carpet** (*Lobularia maritima*) is an enchanting annual that grows to a modest *12cm*. This **low-growing** variety is celebrated for its **abundant, small, fragrant violet flowers**, which form a beautiful carpet of color. It's exceptionally well-suited for **filling beds, adding vibrant accents to rockeries, and creating attractive edging** along pathways. Also known as ""Sweet Alice,"" this variety offers a striking **purple/violet floral display** for ornamental gardens.",Purple/Violet Flowers; Rockeries; Beds; Ground Cover; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Alyssum- Royal Carpet_Lobularia maritima/Alyssum- Royal Carpet_Lobularia maritima_1.jpg; Alyssum- Royal Carpet_Lobularia maritima/Alyssum- Royal Carpet_Lobularia maritima_2.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, May, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July","April, May, June, July","Broccoli, Cabbage, Cauliflower, Lettuce, Potatoes, Tomatoes, Peppers, Roses",None documented,"Beans, Peas, Zinnias, Petunias, Marigolds"
Alyssum- Snow Cloth,Lobularia maritima,flower,"Annual 12cm; Pure white flowers; Good for beds, rockeries and edging",60 days,20cm,2mm,"Full or part sun, well drained soil",Spring and autumn(anytime in warm climates),7-14 days @ 18-22°C,Sow direct or raise seedlings,Hardy Annual,,"**Alyssum - Snow Cloth** (*Lobularia maritima*) is a delightful annual that grows to a compact *12cm* tall, perfect for creating a **carpet of fragrant white flowers**. This low-growing beauty is a **versatile performer**, ideal for **beds, rockeries, paths, and edging**, bringing a touch of sweetness and charm to any garden space. It also thrives in containers and is known to **attract beneficial bees**, making it a wonderful choice for **ground cover** and **ornamental use**. You might also know it as ""Sweet Alice.""",White/Cream Flowers; Container growing; Rockeries; Beds; Ground Cover; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Alyssum- Snow Cloth_Lobularia maritima/Alyssum- Snow Cloth_Lobularia maritima_1.jpg; Alyssum- Snow Cloth_Lobularia maritima/Alyssum- Snow Cloth_Lobularia maritima_2.jpg,"January, February, March, April, September, October, November, December","January, February, March, April, May, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July","April, May, June, July","Broccoli, Cabbage, Cauliflower, Lettuce, Potatoes, Tomatoes, Peppers, Roses",None documented,"Beans, Peas, Zinnias, Petunias, Marigolds"
Amaranth- Caudatus Red,Amaranthus caudatus,flower,Annual 80cm; Good for dried or cut flowers; Good for beds,100 days,60cm,3mm,"Full sun, moist soil",Spring or after frost,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,Fast growing,"**Amaranth - Caudatus Red** (*Amaranthus caudatus*) is an impressive annual reaching *80cm* in height, forming **bushy, upright plants** adorned with lush green foliage. Its most striking feature is the **large, drooping tassels of vibrant red flowers**, which are perfect for **dried arrangements or as cut flowers**. This resilient plant is a fantastic addition to **beds** and is notable for its ability to **tolerate poor soil**, making it a forgiving choice for gardeners. It serves beautifully as an **ornamental** feature.",Red/Crimson Flowers; Cut flowers; Beds; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Caudatus Red_Amaranthus caudatus/Amaranth- Caudatus Red_Amaranthus caudatus_1.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Early Splendour,Amaranthus tricolor,flower,Bright red and chocolate brown leaves; Good for beds and borders,105 days,30cm,3mm,"Full sun, moist soil",Spring and early summer,7-10 days @ 20-25°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties,"**Amaranth - Early Splendour** (*Amaranthus tricolor*) is a truly **ornamental variety** celebrated for its **stunning, colorful foliage** rather than its flowers. Growing as **upright, bushy plants**, it displays a captivating blend of **chocolate brown to burgundy leaves** that are dramatically topped with **bright red hues**. This drought-tolerant amaranth is a **showstopper for beds and borders**, adding vibrant splashes of color to **mass plantings** and **cottage gardens**. Its **drought tolerance** makes it a low-maintenance yet high-impact choice for ornamental gardens.",Red/Crimson Flowers; Borders; Beds; Mass plantings; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Early Splendour_Amaranthus tricolor/Amaranth- Early Splendour_Amaranthus tricolor_1.jpg; Amaranth- Early Splendour_Amaranthus tricolor/Amaranth- Early Splendour_Amaranthus tricolor_2.jpg; Amaranth- Early Splendour_Amaranthus tricolor/Amaranth- Early Splendour_Amaranthus tricolor_3.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Green Thumb,Amaranthus hypochondriacus,flower,"Annual 60cm; Upright spikes of green/yellow flowers; Good for beds, borders and cut flowers",100 days,60cm,3mm,"Full sun, moist soil",Spring or after frost,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,,"**Amaranth- Green Thumb** (*Amaranthus hypochondriacus*) is a delightful annual that reaches about *40cm* in height, forming a bushy, upright plant with lush green leaves. It produces impressive, upright spikes of **bright green flowers**, sometimes with a lovely yellow tinge, making it a **fantastic choice for beds, borders, and mass plantings**. This **fast and easy-to-grow** variety is also excellent for **cut flowers** and can be used ornamentally.",Green Flowers; Cut flowers; Borders; Beds; Mass plantings; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Green Thumb_Amaranthus hypochondriacus/Amaranth- Green Thumb_Amaranthus hypochondriacus_1.jpg; Amaranth- Green Thumb_Amaranthus hypochondriacus/Amaranth- Green Thumb_Amaranthus hypochondriacus_2.jpg; Amaranth- Green Thumb_Amaranthus hypochondriacus/Amaranth- Green Thumb_Amaranthus hypochondriacus_3.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Molten Fire,Amaranthus tricolor,flower,Annual to 120cm; Heirloom variety; Forms whorls of vivid fiery red young leaves,105 days,60cm,3mm,"Full sun, moist soil",Spring and early summer,7-10 days @ 20-25°C,Sow direct or raise seedlings,Frost tender Annual,Fast growing,"**Amaranth- Molten Fire** (*Amaranthus tricolor*) is a striking heirloom annual, first introduced in 1922, that can grow up to *120cm* tall. Its most captivating feature is the **whorl of vivid, fiery red young leaves** at the top of the plant, which beautifully contrast with the deeper bronze older leaves below. This **drought-tolerant** and **fast-growing** variety is perfect for adding **dramatic color to beds, borders, and large containers**. The young leaves and shoots are also **edible**, offering a dual purpose for your garden.",Red/Crimson Flowers; Container growing; Borders; Beds; Drought tolerant; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Molten Fire_Amaranthus tricolor/Amaranth- Molten Fire_Amaranthus tricolor_1.jpg; Amaranth- Molten Fire_Amaranthus tricolor/Amaranth- Molten Fire_Amaranthus tricolor_2.jpg; Amaranth- Molten Fire_Amaranthus tricolor/Amaranth- Molten Fire_Amaranthus tricolor_3.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Oeschberg,Amaranthus cruentus,flower,Annual 100cm; Good for dried or cut flowers; Large maroon red feathering flower spikes,100 days,60cm,3mm,"Full sun, moist soil",Spring or after frost,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,Best flavour of the common thyme varieties,"**Amaranth- Oeschberg** (*Amaranthus cruentus*), also known as Princes Feather, is a highly ornamental annual that grows to *100cm*. It boasts **large, upright, feathered flower spikes in a rich maroon-red hue**, creating a stunning visual display. This variety is **excellent for borders** and is particularly well-suited for use as **cut or dried flowers**. It’s also a resilient choice, as it **will tolerate poor soil**, making it a rewarding addition to many garden settings.",Red/Crimson Flowers; Cut flowers; Borders; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Oeschberg_Amaranthus cruentus/Amaranth- Oeschberg_Amaranthus cruentus_1.jpg; Amaranth- Oeschberg_Amaranthus cruentus/Amaranth- Oeschberg_Amaranthus cruentus_2.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Perfecta,Amaranthus tricolor,flower,Leaves in a mix of 4 colours; Good for beds and borders,105 days,30cm,3mm,"Full sun, moist soil",Spring and early summer,7-10 days @ 20-25°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties,"**Amaranth- Perfecta** (*Amaranthus tricolor*) is a **highly ornamental** annual, celebrated for its **vibrant, multi-colored foliage** rather than its insignificant flowers. This bushy plant creates a stunning visual display with leaves in a striking mix of four colors. The upper leaves boast **bright yellow and crimson hues**, while the lower foliage presents a rich contrast of **green and chocolate brown**. Because the colors and patterns can vary from plant to plant, planting several together is recommended to achieve the most impactful display. **Amaranth- Perfecta** is a **versatile choice** for **garden beds, borders, mass plantings, and charming cottage gardens**, and it offers the added benefit of being **drought tolerant**. It is also known as Joseph's Coat.",Multi-Coloured Flowers; Borders; Beds; Mass plantings; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Perfecta_Amaranthus tricolor/Amaranth- Perfecta_Amaranthus tricolor_1.jpg; Amaranth- Perfecta_Amaranthus tricolor/Amaranth- Perfecta_Amaranthus tricolor_2.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Pygmy Torch,Amaranthus hypochondriacus,flower,Annual 60cm; Burgundy-red flowers; Very ornamental,100 days,60cm,3mm,"Full sun, moist soil",Spring or after frost,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,Fast growing,"**Amaranth- Pygmy Torch** (*Amaranthus hypochondriacus*) is a **delightful annual** that reaches a height of *60cm*. This **bushy, upright** plant features **dark green leaves** that serve as a beautiful backdrop for its **large, upright spikes of rich burgundy-red flowers**. It is an **early bloomer**, bringing its ornamental beauty to the garden sooner rather than later. **Pygmy Torch** is not only **highly ornamental** but also **excellent for dried arrangements and as cut flowers**, adding a touch of dramatic color to indoor displays.",Red/Crimson Flowers; Cut flowers; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Pygmy Torch_Amaranthus hypochondriacus/Amaranth- Pygmy Torch_Amaranthus hypochondriacus_1.jpg; Amaranth- Pygmy Torch_Amaranthus hypochondriacus/Amaranth- Pygmy Torch_Amaranthus hypochondriacus_2.jpg; Amaranth- Pygmy Torch_Amaranthus hypochondriacus/Amaranth- Pygmy Torch_Amaranthus hypochondriacus_3.jpg; Amaranth- Pygmy Torch_Amaranthus hypochondriacus/Amaranth- Pygmy Torch_Amaranthus hypochondriacus_4.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","Corn, Potatoes, Onions, Peppers, Tomatoes, Nasturtiums","Fennel, Cabbage Family, Beans","Squash, Zucchini, Sunflowers, Marigolds"
Amaranth- Red Cathedral,Amaranthus cruentus,flower,Annual 150cm; Good for dried or cut flowers; Large upright crimson red flower spikes,100 days,60cm,3mm,"Full sun, moist soil",Spring or after frost,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,Fast growing,"**Amaranth- Red Cathedral** (*Amaranthus cruentus*) is an **impressive annual** that grows to *150cm* tall, making a **bold statement** in the garden. Its **bushy, upright** form is adorned with foliage that blends **green and red tones**, culminating in **large, upright spikes of striking crimson-red flowers**. This variety is **exceptionally well-suited for borders** and is a **fantastic choice for both cut flowers and dried arrangements**, allowing you to enjoy its beauty indoors. **Red Cathedral** is also **tolerant of poor soil conditions**, making it a resilient and rewarding plant for various garden settings. It is also known as Prince's Feather.",Red/Crimson Flowers; Cut flowers; Borders; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Red Cathedral_Amaranthus cruentus/Amaranth- Red Cathedral_Amaranthus cruentus_1.jpg; Amaranth- Red Cathedral_Amaranthus cruentus/Amaranth- Red Cathedral_Amaranthus cruentus_2.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","corn, potato, onion, peppers, eggplant","fennel, sun-loving low-growing plants","bush beans, squash, most herbs"
Amaranth- Red Leaf,Amaranthus tricolor,flower,Leaf vegetable/salad green; Can also be grown as a sprout and microgreen,"45-55 days (SPROUTS: 4 days, MICROGREENS: 14-21 days)",50cm,6mm,"Full sun, moist soil",Spring or after frost and summer,7-10 days @ 20-25°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Annual,,"**Amaranth- Red Leaf** (*Amaranthus tricolor*) is a versatile and nutritious leafy green that also shines as a sprout or microgreen. Its tender leaves, a beautiful blend of green and red with striking red veins, offer a sweet flavor highly prized in Asian cuisine. This fast-growing variety is a fantastic addition to soups, stews, and stir-fries, and its **heat tolerance** makes it a reliable choice for warmer gardens. Beyond its culinary uses, **Amaranth- Red Leaf** is also sometimes grown for its ornamental appeal, adding a splash of color to the garden.",Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Amaranth- Red Leaf_Amaranthus tricolor/Amaranth- Red Leaf_Amaranthus tricolor_1.jpg; Amaranth- Red Leaf_Amaranthus tricolor/Amaranth- Red Leaf_Amaranthus tricolor_2.jpg; Amaranth- Red Leaf_Amaranthus tricolor/Amaranth- Red Leaf_Amaranthus tricolor_3.jpg; Amaranth- Red Leaf_Amaranthus tricolor/Amaranth- Red Leaf_Amaranthus tricolor_4.jpg,"September, October, November","January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August","March, April, May, June, July, August","tomato, peppers, corn, potato, onion, mint",other heavy-feeding leafy greens,"carrots, beets, peas, beans"
American Basket Flower- Rosy Lilac,Centaurea americana,flower,Annual 120cm; Easy to grow,120 days,20cm,3mm,"Full sun, well drained moist soil",Autumn and spring,14-21 days @ 15-20°C,Sow direct or raise seedlings,Hardy Annual,Fast growing,"**American Basket Flower- Rosy Lilac** (*Centranthus americana*) is an easy-to-grow annual that reaches an impressive *120cm* in height. Native to North America, this plant boasts an open, upright habit with long, slender stems crowned by **puffy, feathery lilac flower heads**. The intricate basket-weave pattern on the buds and undersides of the flowers adds a unique charm. Perfect for cottage gardens, wildflower meadows, beds, and borders, it thrives even in **poor soil conditions**. Its beauty extends to its function as an **excellent cut flower** and its ability to **attract bees and butterflies**, making it a valuable addition to any garden.",Purple/Violet Flowers; Attracts beneficial insects; Borders; Beds; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",American Basket Flower- Rosy Lilac_Centaurea americana/American Basket Flower- Rosy Lilac_Centaurea americana_1.jpg; American Basket Flower- Rosy Lilac_Centaurea americana/American Basket Flower- Rosy Lilac_Centaurea americana_2.jpg,"March, April, May, September, October, November","April, May, June, September, October, November","January, February, March, April, May, November, December","April, May, June","April, May, June, July, August, September, October","squash, cucumber, tomato, peppers, zinnia, cosmos","grasses, delicate seedlings, small-seeded crops","established perennials, shrubs, most robust vegetables"
Anemone- De Caen Blue,Anemone coronaria,flower,Perennial to 40cm; Blue poppy-like flowers; Suitable for mass planting,90-110 days,10cm,4cm,"Full sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Anemone- De Caen Blue** (*Anemone coronaria*) is a low-maintenance herbaceous perennial that grows to *40cm* tall, producing **stunning blue, poppy-like flowers** with dark centers. These vibrant blooms are borne on strong stems, making them **excellent for cutting**, with each corm capable of producing multiple stems. The light green, deeply dissected leaves add to its delicate appearance. **Anemone- De Caen Blue** is ideal for **mass planting in drifts** within borders and beds, as well as for **container growing**, creating a beautiful visual impact. These corms offer **great value**, blooming over an extended period and providing a long-lasting display of color.",Blue Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Anemone- De Caen Blue_Anemone coronaria/Anemone- De Caen Blue_Anemone coronaria_1.jpg; Anemone- De Caen Blue_Anemone coronaria/Anemone- De Caen Blue_Anemone coronaria_2.jpg; Anemone- De Caen Blue_Anemone coronaria/Anemone- De Caen Blue_Anemone coronaria_3.jpg,"February, March, April, May, June, July, August","March, April, May, June, July, August","April, May, June, July, August","May, June, July","April, May, June, July, August","hosta, ferns, tulips, daffodils, muscari, summer annuals","plants needing boggy soil, aggressive groundcovers","most vegetables, roses, peonies, daylilies"
Anemone- De Caen Blue Bicolour,Anemone coronaria,flower,Perennial to 40cm; Pale mauve flowers with a purple centre; Suitable for mass planting,90-110 days,10cm,4cm,"Full sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Anemone - De Caen Blue Bicolour** (*Anemone coronaria*) is a delightful herbaceous perennial that reaches a height of *40cm*. Its **pale mauve flowers**, each adorned with a **deeper purple center**, unfurl to resemble single poppies, adding a touch of elegance to the garden. These blooms gracefully fade as they age, offering a dynamic display. The plant features light green, heavily dissected leaves and **strong stems perfect for cutting**, with each corm reliably producing multiple stems. Once established, it's a **low-maintenance** wonder, ideal for **mass planting in drifts** within borders and beds, or for adding charm to containers. As an **excellent cut flower**, it brings its beauty indoors for extended enjoyment. These **good value corms** are also known as 'Poppy anemone', 'Florist's anemone', 'Spanish marigold', or 'Windflower', and are celebrated for their long blooming period and cup-shaped flowers.",Blue Flowers; Purple/Violet Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Anemone- De Caen Blue Bicolour_Anemone coronaria/Anemone- De Caen Blue Bicolour_Anemone coronaria_1.jpg; Anemone- De Caen Blue Bicolour_Anemone coronaria/Anemone- De Caen Blue Bicolour_Anemone coronaria_2.jpg; Anemone- De Caen Blue Bicolour_Anemone coronaria/Anemone- De Caen Blue Bicolour_Anemone coronaria_3.jpg; Anemone- De Caen Blue Bicolour_Anemone coronaria/Anemone- De Caen Blue Bicolour_Anemone coronaria_4.jpg,"February, March, April, May, June, July, August","March, April, May, June, July, August","April, May, June, July, August","May, June, July","April, May, June, July, August","hosta, ferns, tulips, daffodils, muscari, summer annuals","plants needing boggy soil, aggressive groundcovers","most vegetables, roses, peonies, daylilies"
Anemone- De Caen Pink,Anemone coronaria,flower,Perennial to 40cm; Poppy like pink flowers; Suitable for mass planting,90-110 days,10cm,4cm,"Full sun, moist well drained soil",Autumn,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Hardy Perennial,,"**Anemone - De Caen Pink** (*Anemone coronaria*) is a charming herbaceous perennial, growing to *40cm* tall. It produces **poppy-like pink flowers**, each featuring a **dark center**, creating a lovely contrast. The plant boasts light green, intricately dissected leaves and **sturdy stems that are excellent for cutting**, with every corm capable of yielding multiple stems. This **low-maintenance** variety thrives when **mass planted in drifts**, creating a stunning visual impact in borders and beds, and is equally suited for container gardening. These **good value corms** are a fantastic choice for bringing vibrant color to your garden and are also perfect for use as **cut flowers**. Known by various names including 'Poppy anemone', 'Florist's anemone', 'Spanish marigold', and 'Windflower', these anemones are cherished for their prolonged blooming season and beautiful cup-shaped blooms.",Pink/Rose Flowers; Container growing; Cut flowers; Borders; Beds; Mass plantings; Ornamental use,,Anemone- De Caen Pink_Anemone coronaria/Anemone- De Caen Pink_Anemone coronaria_1.jpg; Anemone- De Caen Pink_Anemone coronaria/Anemone- De Caen Pink_Anemone coronaria_2.jpg,"February, March, April, May, June, July, August","March, April, May, June, July, August","April, May, June, July, August","May, June, July","April, May, June, July, August","hosta, ferns, tulips, daffodils, muscari, summer annuals","plants needing boggy soil, aggressive groundcovers","most vegetables, roses, peonies, daylilies"
