plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Basil- Clove Scented,Ocimum basilicum,herb,Annual 150cm; Culinary herb; Strong clove scent and flavour,90-110 days,100cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Strong clove scent and flavour; Best flavour of the common thyme varieties; Refreshing flavour,"**Tree Basil** (_Ocimum kilimandscharicum_): An annual growing up to 150cm with large fragrant green leaves that have a strong spicy clove-like flavour. This versatile herb can be used fresh or dried and is perfect for adding to salads, soups, stews, and curries.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Clove Scented_Ocimum basilicum/Basil- Clove Scented_Ocimum basilicum_1.jpg; Basil- Clove Scented_Ocimum basilicum/Basil- Clove Scented_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Freddy,Ocimum basilicum,herb,Annual to 40cm; Purple variety of Genovese,45 days to maturity,30cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties; Refreshing flavour,"**Deep Purple Basil**: An annual growing up to 40cm with large deep purple leaves that have a strong basil flavour. This variety produces beautiful dark foliage that adds colour to salads and can be used as a garnish. The leaves can be harvested as required, both fresh or dried.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Freddy_Ocimum basilicum/Basil- Freddy_Ocimum basilicum_1.jpg; Basil- Freddy_Ocimum basilicum/Basil- Freddy_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Gecofure,Ocimum basilicum,herb,Annual 45cm; Compact variety; Good for pesto,65 days,20cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Compact variety; Best flavour of the common thyme varieties,"**Gecofure Basil**: A compact annual culinary herb growing up to 45cm with good disease resistance. This compact version of the Genovese variety is perfect for pots or small spaces. Gecofure's name is a contraction of 'Genovese Compact Fusarium Resistant', making it an ideal choice for gardeners looking for a reliable and space-saving option.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_1.jpg; Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_2.jpg; Basil- Gecofure_Ocimum basilicum/Basil- Gecofure_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Green Ruffles,Ocimum basilicum,herb,Green leaves with feathered edge; Culinary Herb,70 days,40cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,,"**Thai Basil**: An annual growing up to 60cm with lime green ruffled leaves that have a serrated edge. This variety has a delicate basil flavour with hints of mint and aniseed, making it perfect for salads or using as a garnish. The leaves can be harvested as required, both fresh or dried.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Green Ruffles_Ocimum basilicum/Basil- Green Ruffles_Ocimum basilicum_1.jpg; Basil- Green Ruffles_Ocimum basilicum/Basil- Green Ruffles_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Lettuce Leaf,Ocimum basilicum,herb,Annual 40cm; Culinary herb; Large leaves to 12cm,80-90 days,30cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties,**Sweet Genovese Basil**: An aromatic annual growing up to 40cm with large green slightly crinkled leaves that have a similar flavour to Sweet Basil but are milder. This versatile herb is perfect for tossing in salads or wrapping up fish or chicken.,Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_1.jpg; Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_2.jpg; Basil- Lettuce Leaf_Ocimum basilicum/Basil- Lettuce Leaf_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Liquorice,Ocimum basilicum,herb,Dark green leaves with purple accents; Strong aniseed flavour,60 days to maturity,50cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Strong aniseed flavour; Best flavour of the common thyme varieties; Refreshing flavour,". **Thai Licorice Basil**: An annual growing up to 60cm with tall open variety featuring dark green leaves with purple accents and purple stems. This variety has a strong aniseed licorice flavour and produces spikes of pale purple flowers on purple stems. It can be grown in containers and harvested as required, both fresh or dried.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Liquorice_Ocimum basilicum/Basil- Liquorice_Ocimum basilicum_1.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Purple Ruffles,Ocimum basilicum,herb,Dark purple leaves with feathered edge; High in antioxidants; Good variety for microgreens,14 days (microgreen) 50+ days to maturity,50cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Fast growing; Best flavour of the common thyme varieties,"**Purple Ruffled Basil**: A stunning annual variety growing up to 50cm, featuring mostly dark purple leaves with a serrated edge and a delicate basil flavor hinting at aniseed. This fragrant herb produces spikes of pink flowers that can be used as a garnish or added color to salads. It thrives in containers and is a great choice for microgreens due to its high antioxidant content.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Purple Ruffles_Ocimum basilicum/Basil- Purple Ruffles_Ocimum basilicum_1.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Red Boza,Ocimum basilicum,herb,Annual 45cm; Large purple leaves; Pink flowers attract bees,80-100 days,25cm,2mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost Tender Annual,Best flavour of the common thyme varieties; Pale-pink/white flowers with sweet scent,"**Blue Basil**: A compact annual variety growing up to 45cm, boasting large, aromatic blue-purple leaves with a strong basil flavor. This versatile herb can be used fresh or dried, adding depth to salads, pasta dishes, rice, and even basil vinegar. If left to flower, the pink spikes will attract beneficial insects, making it an excellent choice for container gardens.",Container growing; Culinary use; Medicinal use; Attracts beneficial insects; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_1.jpg; Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_2.jpg; Basil- Red Boza_Ocimum basilicum/Basil- Red Boza_Ocimum basilicum_3.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Basil- Red Italian,Ocimum basilicum,herb,Deep purply red leaves; High in antioxidants,45 days to maturity,30cm,3mm,"Part or full sun, moist well drained soil",Spring and summer,5-10 days @ 18-35°C,Sow direct or raise seedlings,Frost tender Annual,Best flavour of the common thyme varieties; Pale-pink/white flowers with sweet scent,"**Dark Opal Basil**: A popular annual variety growing up to 45cm, featuring dense, bushy plants with dark purply-red leaves that pack a strong aromatic punch. This slow-bolting basil produces spikes of pinky-purple flowers and can be used fresh or dried as a garnish. Its sweet flavor makes it an ideal addition to salads.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Basil- Red Italian_Ocimum basilicum/Basil- Red Italian_Ocimum basilicum_1.jpg; Basil- Red Italian_Ocimum basilicum/Basil- Red Italian_Ocimum basilicum_2.jpg,"January, February, September, October, November, December","September, October, November, December","January, February, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, September, October, November, December"
Bergamot- Lemon Mint,Monarda citriodora,herb,"Annual 60cm; Culinary herb; Also known as ""Lemon Bee Balm""",120 days,30cm,3mm,"Part or full sun, moist well drained soil",Spring,7-14 days @ 16-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Annual,Best flavour of the common thyme varieties,"**Lemon Balm**: A fragrant annual growing up to 60cm, with upright stems and lemon-scented leaves that are commonly used for flavoring poultry and fish dishes. This attractive herb produces lavender flowers that attract bees and can be grown in garden borders or containers.",Purple/Violet Flowers; Attracts beneficial insects; Borders; Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_1.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_2.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_3.jpg; Bergamot- Lemon Mint_Monarda citriodora/Bergamot- Lemon Mint_Monarda citriodora_4.jpg,"January, February, March, October, November, December","January, February, March, April, September, October, November, December","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September"
Black Cohosh,Cimicifuga racemosa,herb,Medicinal Herb; Grown for Roots,450+ days,60cm,6mm,"Part or full shade, moist well drained soil",Autumn,100-115 days @ 4-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Best flavour of the common thyme varieties; Refreshing flavour,"**Black Bugbane (Snakeroot)**: A perennial medicinal herb with a history of use for relieving symptoms of menopause and other women's health issues. Its roots, which are black in color, can be consumed fresh or dried and ground, while the tall white flowers produced on long spikes have a medicinal aroma repelling insects. This plant prefers moist shaded to partially shaded locations.",Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Black Cohosh_Cimicifuga racemosa/Black Cohosh_Cimicifuga racemosa_1.jpg,"September, October, November",,,,
Calendula,Calendula officinalis,herb,"Annual 60cm; Medicinal herb; Also known as ""Pot Marigold""",70-80 days,50cm,15mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,,"**Calendula (Pot Marigold)**: A fast-growing annual variety growing up to 60cm, featuring bright orange flowers that are highly prized in herbal medicine. Its bushy habit and vibrant blooms make it an excellent choice for borders, cut flower arrangements, and as a companion plant.",Orange Flowers; Container growing; Borders; Culinary use; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Calendula_Calendula officinalis/Calendula_Calendula officinalis_1.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_2.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_3.jpg; Calendula_Calendula officinalis/Calendula_Calendula officinalis_4.jpg,"February, March, April, September, October, November","February, March, April, May, September, October, November","March, April, May, June, August, September, October","March, April, May, August, September, October","March, April, May, August, September, October"
Calendula- Fiesta Gitana Mix,Calendula officinalis,herb,Annual 30cm; Dwarf compact habit; Double flowers in a variety of colours,60-70 days,30cm,15mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Dwarf compact habit,"**French Marigold**: A compact annual growing up to 30cm, boasting full to semi-double flowers in a variety of colors from creamy yellow to deep orange, often featuring a deep brown eye. This easy-to-grow plant thrives in poor soil conditions and is a popular choice for borders, beds, and containers.",mixed Flowers; Container growing; Borders; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_1.jpg; Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_2.jpg; Calendula- Fiesta Gitana Mix_Calendula officinalis/Calendula- Fiesta Gitana Mix_Calendula officinalis_3.jpg,"February, March, April, September, October, November","February, March, April, May, September, October, November","March, April, May, June, August, September, October","March, April, May, August, September, October","March, April, May, August, September, October"
Caper Bush,Capparis spinosa,herb,Perennial to 100cm; Flower buds are pickled as 'Capers'; Tolerant of poor soil conditions,3-4 years,150cm,2mm,"Full sun, dry well drained sandy soil",Spring,14-28 days @ 20-25°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Half Hardy Perennial,,"**Caper Plant (Flinders Rose)**: A perennial shrub growing up to 100cm with sprawling habit and rounded blue-green foliage. The buds are picked young and pickled in salt and vinegar to produce capers, which have a pungent salty flavor often used as a seasoning or garnish.",Drought tolerant; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_1.jpg; Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_2.jpg; Caper Bush_Capparis spinosa/Caper Bush_Capparis spinosa_3.jpg,"September, October, November","August, September, October, November",,,"August, September, October, November"
Catmint- Pink Panther,Nepeta subsessilis,herb,Perennial to 30cm; Clear pink flowers; Attractive to bees and butterflies,105 days,60cm,10mm,"Full sun or part shade, moist well drained soil",Spring and autumn,10-20 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Best flavour of the common thyme varieties,"**Walker's Low Catmint**: A compact perennial growing up to 30cm, featuring light green aromatic leaves with serrated edges on upright stems. The largest-flowered type of catmint produces clear pink tubular flowers that attract bees and butterflies, making it an excellent choice for beds, borders, containers, and cut flower arrangements.",Pink/Rose Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Catmint- Pink Panther_Nepeta subsessilis/Catmint- Pink Panther_Nepeta subsessilis_1.jpg; Catmint- Pink Panther_Nepeta subsessilis/Catmint- Pink Panther_Nepeta subsessilis_2.jpg,"March, April, September, October, November","March, April, September, October, November","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September"
Catmint- Snow Panther,Nepeta subsessilis,herb,Perennial to 30cm; Spikes of white flowers; Excellent in containers,105 days,60cm,10mm,"Full sun or part shade, moist well drained soil",Spring and autumn,10-20 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Excellent in containers,". **Foxy Catmint**: A compact perennial growing up to 30cm, boasting light green aromatic leaves with serrated edges on upright stems. This novelty award-winning catmint produces white tubular flowers that attract bees and butterflies, making it a great choice for beds, borders, containers, and cut flower arrangements.",White/Cream Flowers; Container growing; Cut flowers; Borders; Beds; Ornamental use; Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Catmint- Snow Panther_Nepeta subsessilis/Catmint- Snow Panther_Nepeta subsessilis_1.jpg; Catmint- Snow Panther_Nepeta subsessilis/Catmint- Snow Panther_Nepeta subsessilis_2.jpg,"March, April, September, October, November","March, April, September, October, November","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September"
Chinese Mustard- Golden Streaks,Brassica japonica,herb,Mild sweet flavour; Attractive bright green leaves,55 days (25 days for baby leaf),20cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 7-29°C,Sow direct or raise seedlings,Hardy Annual,Mild sweet flavour; Stronger flavour than other mustards,"**Mizuna** is a fast-growing plant with very attractive fine lacy bright green foliage, offering a mild sweet mustard flavour that's perfect for salads and sandwiches. It can be grown as a microgreen, making it an excellent choice for home gardeners who want to add fresh flavor to their dishes.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_1.jpg; Chinese Mustard- Golden Streaks_Brassica japonica/Chinese Mustard- Golden Streaks_Brassica japonica_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Christmas Seed Bundle - Herbs,Salvia officinalis,herb,10 Individual Envelopes; Fantastic Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/B1-14.jpg?20201210124136),,,,,,,Close,,Mild onion flavour; Mild sweet flavour; Fast growing,"*Herb Seeds Bundle*: This gift set includes 10 packets of our most popular herb seeds, each in its own individual envelope with sowing instructions. Perfect for Secret Santa, stocking stuffers, or as a unique addition to your Christmas table, these seeds feature a mix of festive designs and include varieties such as basil, rosemary, and thyme.",,,Christmas Seed Bundle - Herbs_Salvia officinalis/Christmas Seed Bundle - Herbs_Salvia officinalis_1.jpg; Christmas Seed Bundle - Herbs_Salvia officinalis/Christmas Seed Bundle - Herbs_Salvia officinalis_2.jpg; Christmas Seed Bundle - Herbs_Salvia officinalis/Christmas Seed Bundle - Herbs_Salvia officinalis_3.jpg; Christmas Seed Bundle - Herbs_Salvia officinalis/Christmas Seed Bundle - Herbs_Salvia officinalis_4.jpg,"September, October, November",,,,
"Christmas Seed MEGA Bundle - Herb, Veg & Flowers",Beta vulgaris,herb,30 Individual Envelopes; Fantastic Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/E1-17.jpg?20201210130005),,,,,,,Close,,Mild onion flavour; Excellent for cutting and drying,"*Vegetable, Herb & Flower Seeds Bundle*: This comprehensive bundle includes 30 packets of our most popular vegetable, herb, and flower seeds, each in its own individual envelope with sowing instructions. Ideal for Secret Santa, stocking stuffers, or as a special gift, this set features a mix of Christmas-themed designs and includes a variety of popular seed types.",,,Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_1.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_2.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_3.jpg; Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris/Christmas Seed MEGA Bundle - Herb Veg  Flowers_Beta vulgaris_4.jpg,"September, October, November",,,,
Christmas Seed Pun-Pack,Solanum lycopersicum,herb,10 Individual Envelopes; Fun Gift Idea; ![](https://www.theseedcollection.com.au/assets/thumb/B2-18.jpg?20201210132405),,,,,,,Close,,Mild onion flavour; Excellent for cutting and drying,"*Christmas Seed Pun-Pack*: This pun-filled bundle includes 10 colourful seed packets printed with festive vegetable and herb puns, each containing the relevant seeds and detailed sowing information. Perfect for replacing Christmas cards or gift tags, these seed packs make great stocking stuffers, work gifts, or additions to your Bon Bons.",,,Christmas Seed Pun-Pack_Solanum lycopersicum/Christmas Seed Pun-Pack_Solanum lycopersicum_1.jpg; Christmas Seed Pun-Pack_Solanum lycopersicum/Christmas Seed Pun-Pack_Solanum lycopersicum_2.jpg,"September, October, November",,,,
Corn Salad- Dutch,Valerianella locusta,herb,"Annual 30cm; Salad green; Also known as ""Mache"".",45 days,20cm,6mm,"Full sun, moist well drained soil","Spring, autumn and early winter",7-21 days @ 10-20°C,Sow direct or raise seedlings,Hardy Annual,Mild onion flavour,"**Valerianella olitoria**, also known as Lambs lettuce, Mache, Field lettuce, or simply 'Lambs', is an annual plant that grows up to 30cm in height. Its nutty flavoured tender green leaves can be used like salad greens and have a delicate flavour. This versatile plant can be cooked in stews, soups, or as a leaf vegetable, making it suitable for cold climates due to its frost tolerance.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Corn Salad- Dutch_Valerianella locusta/Corn Salad- Dutch_Valerianella locusta_1.jpg; Corn Salad- Dutch_Valerianella locusta/Corn Salad- Dutch_Valerianella locusta_2.jpg,"March, April, May, August, September","April, May, August, September",,,"March, April, May, August, September"
Echinacea,Echinacea purpurea,herb,"Perennial 100cm; Medicinal herb; Also known as ""Purple Coneflower""",90-140 days,50cm,6mm,"Part or full sun, moist well drained soil",Spring,10-15 days @ 18-21°C,Sow direct or raise seedlings,Hardy Perennial,Best flavour of the common thyme varieties,"**Purple Coneflower** is a perennial growing up to 100cm with attractive purple flowers that have multiple medicinal uses. Its striking blooms make it an excellent choice for borders, bush gardens, and cut flower arrangements, adding a pop of colour to any garden setting.",Purple/Violet Flowers; Cut flowers; Borders; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Echinacea_Echinacea purpurea/Echinacea_Echinacea purpurea_1.jpg; Echinacea_Echinacea purpurea/Echinacea_Echinacea purpurea_2.jpg,"September, October, November, December","January, September, October, November, December","March, April, May, September, October, November","March, April, May, September, October, November","September, October, November, December"
Echinacea- Narrow Leaf Coneflower,Echinacea angustifolia,herb,"Perennial, 75cm; Attracts pollinators; Long flowering period",90-110 days,50cm,1mm,"Part or full sun, moist well drained soil",Spring and autumn,10-20 days @ 20-25°C,Sow direct or raise seedlings,Hardy Perennial,,"**Dandelion Taraxacum officinale** is a perennial native to North America, growing up to 75cm in height with daisy-like flowers featuring pink petals surrounding a yellow disc on tall stems. The plant's taproot has medicinal uses and makes it an excellent addition to perennial borders, wildflower meadows, or bee gardens. Its blooms can be dried or used as cut flowers and are produced from early summer through late autumn.",Pink/Rose Flowers; Attracts beneficial insects; Borders; Medicinal use; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia/Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia_1.jpg; Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia/Echinacea- Narrow Leaf Coneflower_Echinacea angustifolia_2.jpg,"September, October, November, December","January, September, October, November, December","March, April, May, September, October, November","March, April, May, September, October, November","September, October, November, December"
Fennel- Smokey Bronze,,herb,Ornamental fennel; Attractive bronze foliage,80-90 days,45cm,8mm,"Full sun, moist well drained soil","Autumn, spring and early summer",7-14 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial,Mild onion flavour; Sweet aniseed/celery flavour,"**Bronze Fennel** is a perennial growing up to 150cm with attractive bronze/brown/purple coloured feathery foliage that adds a unique touch to any herb or flower garden. Its leaves can also be used like regular fennel in cooking as a flavouring, garnish, and additional to salads. The seeds of this plant have an aromatic sweet liquorice flavour, commonly used as a spice in both sweet and savory dishes.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Fennel- Smokey Bronze_unknown/Fennel- Smokey Bronze_unknown_1.jpg; Fennel- Smokey Bronze_unknown/Fennel- Smokey Bronze_unknown_2.jpg; Fennel- Smokey Bronze_unknown/Fennel- Smokey Bronze_unknown_3.jpg; Fennel- Smokey Bronze_unknown/Fennel- Smokey Bronze_unknown_4.jpg,"January, February, March, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, August, September, October","April, May, June, July","March, April, September, October, November"
Fennel- Sweet,Foeniculum vulgare,herb,Perennial to 120cm; Sweet aniseed flavour,80-90 days,45cm,8mm,"Full sun, moist well drained soil","Autumn, spring and early summer",7-14 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Biennial (usually grown as an annual),,"**Sweet Fennel**, often grown as an annual but technically a perennial, produces a small base with long stems and fine feathery foliage. This variety is most commonly cultivated for its leaves, stems, flowers, and seeds. It also produces a small bulb that can be used as a vegetable, either raw or cooked. The leaves are used as a flavouring, garnish, and addition to salads, while the aromatic seeds have a sweet liquorice flavour.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Fennel- Sweet_Foeniculum vulgare/Fennel- Sweet_Foeniculum vulgare_1.jpg; Fennel- Sweet_Foeniculum vulgare/Fennel- Sweet_Foeniculum vulgare_2.jpg; Fennel- Sweet_Foeniculum vulgare/Fennel- Sweet_Foeniculum vulgare_3.jpg,"January, February, March, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, August, September, October","April, May, June, July","March, April, September, October, November"
Galangal (Rhizome),Alpinia galanga,herb,"Perennial to 200cm; Culinary and medicinal uses; Hot, gingery flavour",160-190 days,20-30cm,10cm,"Part or full sun, moist well drained soil",Spring and summer,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Tender Perennial,"Hot, gingery flavour; Mild onion flavour",". **Thai Ginger** or Greater Galangal is a perennial growing up to 1-2m with narrow green leaves up to 25cm long on strong stems, featuring rhizomes with a hot, gingery flavour used in Indonesian, Thai, and Malaysian cuisines for curries, soup, tom yum, and laksa. It also has medicinal uses and can be grown in the garden or a large container; rhizomes can be harvested as needed.",Culinary use; Medicinal use,,Galangal Rhizome_Alpinia galanga/Galangal Rhizome_Alpinia galanga_1.jpg; Galangal Rhizome_Alpinia galanga/Galangal Rhizome_Alpinia galanga_2.jpg; Galangal Rhizome_Alpinia galanga/Galangal Rhizome_Alpinia galanga_3.jpg; Galangal Rhizome_Alpinia galanga/Galangal Rhizome_Alpinia galanga_4.jpg,"November, December","October, November, December","January, February, March, September, October, November, December","March, April, May, June, July, August, September, October, November","October, November, December"
Ginger (Rhizome),Zingiber officinale,herb,Perennial to 100cm; Culinary and medicinal uses; Use fresh or dried,120-160 days,,3cm,"Part or full sun, moist well drained soil",Spring and summer,,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Tender Perennial,,"**Ginger** is a hardy perennial that grows up to 1m tall, with elongated green leaves emerging from strong, upright stems. The edible rhizomes are commonly used fresh or dried as a spice or flavouring in marinades, sauces, baking, herbal tea, or in traditional medicine. Grow it in a garden bed in tropical and subtropical climates or in a container in cooler areas.",Culinary use; Medicinal use,,Ginger Rhizome_Zingiber officinale/Ginger Rhizome_Zingiber officinale_1.jpg; Ginger Rhizome_Zingiber officinale/Ginger Rhizome_Zingiber officinale_2.jpg; Ginger Rhizome_Zingiber officinale/Ginger Rhizome_Zingiber officinale_3.jpg; Ginger Rhizome_Zingiber officinale/Ginger Rhizome_Zingiber officinale_4.jpg,"November, December","October, November, December","January, February, March, September, October, November, December","March, April, May, June, July, August, September, October, November","October, November, December"
